bbsku,name,image_original,image_local,image_final,image2_original,image2_local,image2_final,tiling_image,tiling_image_local,tiling_image_final,manufacturer_name,manufacturer_url,manufacturer_collection,manufacturer_color,manufacturer_sku,material_label,sub_material_label,look_label,finish_label,gloss_level,texture_label,form_label,thickness,length,width,lrv,cof,wet_cof,generic_color,shade,shade_variation,edge,end,rating_value,rating_count,commercial,residential_warranty,commercial_warranty,light_commercial_warranty,install_type,sqft_per_carton,weight_per_carton,recommended_grout,notes,slip_resistance,walls,countertops,floors,cabinet_fronts,shower_floors,shower_walls,exterior_walls,exterior_floors,covered_walls,covered_floors,pool_lining
SHW_floortile_canyon_17.72x17.72x0.375_rustic,sierra madre 18x18 canyon,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS21L_00220_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS21L_00220_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS21L_00220_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS21L_00220_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS21L_00220_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS21L_00220_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/sierra-madre-18x18-CS21L/canyon,floor tile,canyon,CS21L_00220,ceramic,,stone,,,rustic                        ,,0.375,17.72,17.72,,,0.52,beige/tan,,,,,,,False,,,,,17.5 box,,,,False,True,False,True,False,False,True,False,False,False,False,False
SHW_floortile_torchwood_17.72x17.72x0.375_rustic,sierra madre 18x18 torchwood,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS21L_00600_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS21L_00600_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS21L_00600_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS21L_00600_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS21L_00600_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS21L_00600_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/sierra-madre-18x18-CS21L/torchwood,floor tile,torchwood,CS21L_00600,ceramic,,stone,,,rustic                        ,,0.375,17.72,17.72,,,0.52,rust/copper,,,,,,,False,,,,,17.5 box,,,,False,True,False,True,False,False,True,False,False,False,False,False
SHW_floortile_foothills_17.72x17.72x0.375_rustic,sierra madre 18x18 foothills,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS21L_00700_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS21L_00700_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS21L_00700_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS21L_00700_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS21L_00700_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS21L_00700_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/sierra-madre-18x18-CS21L/foothills,floor tile,foothills,CS21L_00700,ceramic,,stone,,,rustic                        ,,0.375,17.72,17.72,,,0.52,brown,,,,,,,False,,,,,17.5 box,,,,False,True,False,True,False,False,True,False,False,False,False,False
SHW_floortile_ivory_17.72x17.72x0.34375_matte,rimini 18x18 ivory,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS21M_00200_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS21M_00200_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS21M_00200_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS21M_00200_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS21M_00200_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS21M_00200_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/rimini-18x18-CS21M/ivory,floor tile,ivory,CS21M_00200,porcelain,,stone,,,matte,,0.34375,17.72,17.72,,,0.42,beige/tan,,,,,,,False,,,,,15.28 box,,,,False,True,False,True,False,False,True,True,True,False,False,False
SHW_floortile_moca_17.72x17.72x0.34375_matte,rimini 18x18 moca,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS21M_00300_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS21M_00300_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS21M_00300_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS21M_00300_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS21M_00300_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS21M_00300_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/rimini-18x18-CS21M/moca,floor tile,moca,CS21M_00300,porcelain,,stone,,,matte,,0.34375,17.72,17.72,,,0.42,green,,,,,,,False,,,,,15.28 box,,,,False,True,False,True,False,False,True,True,True,False,False,False
SHW_floortile_grey_17.72x17.72x0.34375_matte,rimini 18x18 grey,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS21M_00500_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS21M_00500_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS21M_00500_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS21M_00500_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS21M_00500_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS21M_00500_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/rimini-18x18-CS21M/grey,floor tile,grey,CS21M_00500,porcelain,,stone,,,matte,,0.34375,17.72,17.72,,,0.42,grey,,,,,,,False,,,,,15.28 box,,,,False,True,False,True,False,False,True,True,True,False,False,False
SHW_floortile_sandstone_6.0x6.0x0.3125_textured,sierra madre 6x6 sandstone,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS22L_00200_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS22L_00200_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS22L_00200_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS22L_00200_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS22L_00200_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS22L_00200_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/sierra-madre-6x6-CS22L/sandstone,floor tile,sandstone,CS22L_00200,ceramic,,stone,,,textured                      ,,0.3125,6.0,6.0,,,0.52,beige/tan,,,,,,,False,,,,,5.92 box,,,,False,True,False,True,False,False,True,False,False,False,False,False
SHW_floortile_canyon_6.0x6.0x0.3125_textured,sierra madre 6x6 canyon,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS22L_00220_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS22L_00220_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS22L_00220_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS22L_00220_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS22L_00220_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS22L_00220_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/sierra-madre-6x6-CS22L/canyon,floor tile,canyon,CS22L_00220,ceramic,,stone,,,textured                      ,,0.3125,6.0,6.0,,,0.52,beige/tan,,,,,,,False,,,,,5.92 box,,,,False,True,False,True,False,False,True,False,False,False,False,False
SHW_floortile_torchwood_6.0x6.0x0.3125_textured,sierra madre 6x6 torchwood,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS22L_00600_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS22L_00600_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS22L_00600_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS22L_00600_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS22L_00600_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS22L_00600_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/sierra-madre-6x6-CS22L/torchwood,floor tile,torchwood,CS22L_00600,ceramic,,stone,,,textured                      ,,0.3125,6.0,6.0,,,0.52,rust/copper,,,,,,,False,,,,,5.92 box,,,,False,True,False,True,False,False,True,False,False,False,False,False
SHW_floortile_foothills_6.0x6.0x0.3125_textured,sierra madre 6x6 foothills,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS22L_00700_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS22L_00700_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS22L_00700_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS22L_00700_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS22L_00700_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS22L_00700_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/sierra-madre-6x6-CS22L/foothills,floor tile,foothills,CS22L_00700,ceramic,,stone,,,textured                      ,,0.3125,6.0,6.0,,,0.52,brown,,,,,,,False,,,,,5.92 box,,,,False,True,False,True,False,False,True,False,False,False,False,False
SHW_floortile_flax_21.69x7.13x0.375_matte,channel plank flax,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS30M_00100_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS30M_00100_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS30M_00100_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS30M_00100_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS30M_00100_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS30M_00100_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/channel-plank-CS30M/flax,floor tile,flax,CS30M_00100,ceramic,,wood,,,matte,,0.375,21.69,7.13,,,0.6,white,,,,,,,False,,,,,16.04 box,,,,False,True,False,True,False,False,False,False,False,False,False,False
SHW_floortile_stonegate_21.69x7.13x0.375_matte,channel plank stone gate,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS30M_00510_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS30M_00510_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS30M_00510_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS30M_00510_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS30M_00510_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS30M_00510_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/channel-plank-CS30M/stone-gate,floor tile,stone gate,CS30M_00510,ceramic,,wood,,,matte,,0.375,21.69,7.13,,,0.6,grey,,,,,,,False,,,,,16.04 box,,,,False,True,False,True,False,False,False,False,False,False,False,False
SHW_floortile_brandy_21.69x7.13x0.375_matte,channel plank brandy,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS30M_00600_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS30M_00600_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS30M_00600_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS30M_00600_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS30M_00600_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS30M_00600_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/channel-plank-CS30M/brandy,floor tile,brandy,CS30M_00600,ceramic,,wood,,,matte,,0.375,21.69,7.13,,,0.6,rust/copper,,,,,,,False,,,,,16.04 box,,,,False,True,False,True,False,False,False,False,False,False,False,False
SHW_floortile_mussel_21.69x7.13x0.375_matte,channel plank mussel,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS30M_00700_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS30M_00700_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS30M_00700_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS30M_00700_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS30M_00700_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS30M_00700_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/channel-plank-CS30M/mussel,floor tile,mussel,CS30M_00700,ceramic,,wood,,,matte,,0.375,21.69,7.13,,,0.6,brown,,,,,,,False,,,,,16.04 box,,,,False,True,False,True,False,False,False,False,False,False,False,False
SHW_floortile_thicket_21.69x7.13x0.375_matte,channel plank thicket,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS30M_00760_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS30M_00760_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS30M_00760_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS30M_00760_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS30M_00760_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS30M_00760_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/channel-plank-CS30M/thicket,floor tile,thicket,CS30M_00760,ceramic,,wood,,,matte,,0.375,21.69,7.13,,,0.6,brown,,,,,,,False,,,,,16.04 box,,,,False,True,False,True,False,False,False,False,False,False,False,False
SHW_floortile_bianco_23.62x5.91x0.375_smooth,madagascar 6x24 bianco,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS32L_00100_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS32L_00100_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS32L_00100_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS32L_00100_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS32L_00100_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS32L_00100_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/madagascar-6x24-CS32L/bianco,floor tile,bianco,CS32L_00100,ceramic,,wood,,,smooth                        ,,0.375,23.62,5.91,,,0.54,white,,,,,,,False,,,,,10.76 box,,,,False,True,False,True,False,False,True,False,False,False,False,False
SHW_floortile_driftwood_23.62x5.91x0.375_smooth,madagascar 6x24 driftwood,"https://shawfloors.scene7.com/is/image/ShawIndustries/CS32L_00500_MAIN?id=kcRrj3&amp;fmt=jpg&amp;fit=constrain,1&amp;wid=998&amp;hei=998","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriesCS32L_00500_MAINidkcRrj3amp;fmtjpgamp;fitconstrain,1amp;wid998amp;hei998.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/CS32L_00500_MAINidkcRrj3ampfmtjpgampfitconstrain1ampwid998amphei998.jpg,"https://shawfloors.scene7.com/is/image/ShawIndustries/?src=ir(ShawIndustriesRender/20140404_KITCHEN_2?res=20&src=is(ShawIndustriesRender/CS32L_00500_MAIN))&qlt=60&wid=1000&hei=550&fit=crop,0","D:\BBdata\product_images\httpsshawfloorsscene7comisimageShawIndustriessrcir(ShawIndustriesRender20140404_KITCHEN_2res20srcis(ShawIndustriesRenderCS32L_00500_MAIN))qlt60wid1000hei550fitcrop,0.jpg",https://pixidesk-development-media.s3.amazonaws.com/media/D%3A/BBdata/product_images/httpsshawfloorsscene7comisimageShawIndustriessrcirShawIndustriesRender20140404_KITCHEN_2res20srcisShawIndustriesRenderCS32L_00500_MAINqlt60wid1000hei550fitcrop0.jpg,,,,shaw,https://shawfloors.com/flooring/tile/details/madagascar-6x24-CS32L/driftwood,floor tile,driftwood,CS32L_00500,ceramic,,wood,,,smooth                        ,,0.375,23.62,5.91,,,0.54,grey,,,,,,,False,,,,,10.76 box,,,,False,True,False,True,False,False,True,False,False,False,False,False
