Hickory Engineered Hardwood - Pacific Coast,5.75,0.5,Hickory,EAHAS65L405H,American Scrape Hardwood,Engineered,Low Gloss,Micro Edge / Micro Ends,9 - 48,https://s7d2.scene7.com/is/image/ArmstrongFlooring/EAHAS65L405H_2C?wid=350&hei=250&fit=crop&defaultImage=ImageNotAvailable,https://www.armstrongflooring.com/residential/en-us/hardwood-flooring/american-scrape-hardwood/item/EAHAS65L405H.html
Hickory Engineered Hardwood - Shaded Coffee,3.5,0.5,Hickory,EAHTCM5L403,TimberCuts,Engineered,Low Gloss,Micro Edge / Micro Ends,12 - 82.6,https://s7d2.scene7.com/is/image/ArmstrongFlooring/EAHTCM5L403_2?wid=350&hei=250&fit=crop&defaultImage=ImageNotAvailable,https://www.armstrongflooring.com/residential/en-us/hardwood-flooring/artistic-timbers-timbercuts/item/EAHTCM5L403.html
Hickory Engineered Hardwood - Shaded Coffee,5.5,0.5,Hickory,EAHTCM5L403,TimberCuts,Engineered,Low Gloss,Micro Edge / Micro Ends,12 - 82.6,https://s7d2.scene7.com/is/image/ArmstrongFlooring/EAHTCM5L403_2?wid=350&hei=250&fit=crop&defaultImage=ImageNotAvailable,https://www.armstrongflooring.com/residential/en-us/hardwood-flooring/artistic-timbers-timbercuts/item/EAHTCM5L403.html
Hickory Engineered Hardwood - Shaded Coffee,7.5,0.5,Hickory,EAHTCM5L403,TimberCuts,Engineered,Low Gloss,Micro Edge / Micro Ends,12 - 82.6,https://s7d2.scene7.com/is/image/ArmstrongFlooring/EAHTCM5L403_2?wid=350&hei=250&fit=crop&defaultImage=ImageNotAvailable,https://www.armstrongflooring.com/residential/en-us/hardwood-flooring/artistic-timbers-timbercuts/item/EAHTCM5L403.html
Hickory Engineered Hardwood - Smokehouse,5.0,0.375,Hickory,EAS508,American Scrape Hardwood,Engineered,Medium Gloss,Scraped Edge / Beveled Ends,10 - 48,https://s7d2.scene7.com/is/image/ArmstrongFlooring/EAS508_3A?wid=350&hei=250&fit=crop&defaultImage=ImageNotAvailable,https://www.armstrongflooring.com/residential/en-us/hardwood-flooring/american-scrape-hardwood/item/EAS508.html
Hickory Engineered Hardwood - Sweet Tea,5.0,0.5,Hickory,4510HST,Prime Harvest Hickory Engineered,Engineered,Medium Gloss,Micro Edge / Micro Ends,9 - 46 1/2,https://s7d2.scene7.com/is/image/ArmstrongFlooring/4510HST?wid=350&hei=250&fit=crop&defaultImage=ImageNotAvailable,https://www.armstrongflooring.com/residential/en-us/hardwood-flooring/prime-harvest-hickory-engineered/item/4510HST.html
Hickory Engineered Hardwood - Tequila,5.0,0.5,Hickory,MCP441TQ,Metro Classics,Engineered,Medium Gloss,Micro Edge / Micro Ends,9 - 46 1/2,https://s7d2.scene7.com/is/image/ArmstrongFlooring/MCP441TQ_6a?wid=350&hei=250&fit=crop&defaultImage=ImageNotAvailable,https://www.armstrongflooring.com/residential/en-us/hardwood-flooring/metro-classics/item/MCP441TQ.html
Hickory Engineered Hardwood - Western Mountain,5.0,0.375,Hickory,EAS510,American Scrape Hardwood,Engineered,Medium Gloss,Scraped Edge / Beveled Ends,10 - 48,https://s7d2.scene7.com/is/image/ArmstrongFlooring/EAS510?wid=350&hei=250&fit=crop&defaultImage=ImageNotAvailable,https://www.armstrongflooring.com/residential/en-us/hardwood-flooring/american-scrape-hardwood/item/EAS510.html
Hickory Engineered Hardwood - Whisper Harvest,5.0,0.5,Hickory,4510HWH,Prime Harvest Hickory Engineered,Engineered,Medium Gloss,Micro Edge / Micro Ends,9 - 46 1/2,https://s7d2.scene7.com/is/image/ArmstrongFlooring/4510HWH?wid=350&hei=250&fit=crop&defaultImage=ImageNotAvailable,https://www.armstrongflooring.com/residential/en-us/hardwood-flooring/prime-harvest-hickory-engineered/item/4510HWH.html
Hickory Engineered Hardwood - Wilderness Brown,5.0,0.375,Hickory,EAS509,American Scrape Hardwood,Engineered,Medium Gloss,Scraped Edge / Beveled Ends,10 - 48,https://s7d2.scene7.com/is/image/ArmstrongFlooring/EAS509_2?wid=350&hei=250&fit=crop&defaultImage=ImageNotAvailable,https://www.armstrongflooring.com/residential/en-us/hardwood-flooring/american-scrape-hardwood/item/EAS509.html
Hickory Solid Hardwood - Autumn Apple,3.25,0.75,Hickory,APH3404,Prime Harvest Hickory Solid,Solid,Medium Gloss,Micro Edge / Micro Ends,8 1/4 - 84,https://s7d2.scene7.com/is/image/ArmstrongFlooring/APH5404_4?wid=350&hei=250&fit=crop&defaultImage=ImageNotAvailable,https://www.armstrongflooring.com/residential/en-us/hardwood-flooring/prime-harvest-hickory-solid/item/APH3404.html
